,comment,rating
878,"Looked pretty new, came nice and clean. However, when I tried using the phone to call, I couldn’t barely hear the other person talking. I searched up a video on YouTube and in conclusion, the ear piece grill part was just filthy. Took a toothbrush and scraped all the shit out, and worked fine.All in all, pretty great phone for the price. So far so good.Battery also came with 100% health, however they don’t really last that long since it’s been updated to iOS 15",5.0
879,"No se que signifique Parent, pero no influyó en nada con el telefono, soy de ecuador y funciona todo a la perfección",5.0
880,Works like it should looks brand new.,5.0
881,It works really good,5.0
882,"The phone itself was fine, I just ordered the wrong one for my husband. Returned this phone days ago and still waiting for my refund.",1.0
883,Battery is absolute crap. Discharges way too fast for a “renewed” phone… so either they didn’t replace the battery or these phones come standard with spyware causing the battery to discharge at an existential rate.,2.0
884,The phone still works great and I’ve dropped her at least 30 times pretty rough,5.0
885,I have ordered several phones from Amazon and this phone was defective as it would not read any SIM card and the Verizon rep tried a few cards.,1.0
886,"It came in perfect condition, no cracks or scratches and it works perfectly fine.",5.0
887,I bought this phone to get full trade in value for 800.  Verizon verified the condition of the phone and gave me credit.,5.0
888,Bought this for our son. Battery drained easily. Something was wrong with the speaker as well. We are returning it.,3.0
889,Person received it with a smile and is very happy with it,5.0
890,It was a really good product. Loved the camera quality and the newness it had to it but the battery life was really a turn off. It had a 75% battery life,3.0
891,Came with small cracks submitted it never heard back,3.0
892,At first it had me thinking it wasn’t unlocked because it wouldn’t work with my carrier and it was saying phone isn’t allowed. I did my research and found out it was my carrier that was having the problem and not the phone itself. I absolutely love it 😍 and it came just as described by the seller. I’m am very pleased and would most definitely refer them and buy again if I need to.,5.0
893,"When we got this phone the speaker didn’t work. Can only be used on speaker phone which wasn’t a big deal at first. After 2 months, the screen stopped working. Took it in to get fixed and the repair place said the refurbish was so badly done, they can’t fix it.",1.0
894,It runs great had a amazing screen and has okay battery life face recognition is a little funky but it dose work tho all in all a good phone for the price,3.0
895,I love the screen quality! And switch everything from my old phone to this one was easier than I could have imagined. It was Definitely frustration free. The size isn’t too bad either. I went from a iPhone 7 to this one which is an iPhone RX.I don’t know about the screen protector. Is there suppose to be a half an inch of space all the way around the edge of the phone screen? Idk 🤷🏾‍♀️ I am an otter box lover at heart. So I’m nervous how this phone will hold up in this case.,5.0
896,I love this phone it looks freakin brand new! Trust me! If you having second thoughts with this company DONT! the phones came super fast and it wants damage and it was super easy to setup,5.0
897,"It says it refurbished, but the phone I received is in brand new condition.",5.0
898,"Estéticamente 9/10, muy bueno, batería 89% dura todo el día, volveré a comprar de este vendedor",5.0
899,The phone is so cute,5.0
900,"I just got this phone and while most everything was in relatively perfect condition, the speakers sound awful. Right out of the box they sound like they've been drowned. I would have been fine with below average sound quality but this is awful to listen to. The only reason I'm not asking for a replacement is because I can't be without a phone long enough for them to fix or replace it. Overall I haven't noticed any other issues but this is still a glaring problem even for a renewed phone.",2.0
901,It’s value and it’s high-quality,5.0
902,To heavy and keeps automatically switching out of 3g and lte to the lowest data option. Good camera.,3.0
903,The phone looks too old and used up. However it looks like it is working for now. I will use the phone and see how the performance is during the trial period. Peace of mind since it has 90 days return policy in place. No need to rush to make decision.,3.0
904,I bought this for my husband and we have not had any problems with it so far,5.0
905,"The phone was over all great, only one scratch on the side but other than that it was fine, came with a charger (not a speed one) and it has an 89% battery compacity. Would definitely recommend buying",5.0
906,I’ve had this phone (iPhone XR) for a few months now I have waited to write a review. Problems. It had at 85% battery life. It’s been the best phone. I would highly recommend,5.0
907,needed to upgrade and storage capacity.,5.0
908,"It was easy, fast, the phone was pristine and I will be ordering again from this seller",5.0
909,"I ordered this because I wanted to try an iPhone and it came 2 weeks later than the arrival date and it has scratches all on the back and some on the front, camera is pretty mid, and the left speaker does not work at all I blocked the top and bottom right and no noise from the left one",1.0
910,This my 4th phone I have bought from the company and I never a problem with none of the phones!,5.0
911,Works great but not unlocked as it said,3.0
912,Everything worked as stated. Love this phone and the color is amazing.,5.0
913,Works perfect,5.0
914,This phone was for my son for christmas. The screen started acting up and went out very quickly. Now i have to spend more money smh,1.0
915,This item came in 87% battery life. The item was amazing came with a charger and it was really cute and wasn’t damaged and it works amazing. I got it in black! Very very good!,5.0
916,Great purchase,4.0
917,No compliants,5.0
918,Phone looks and works like brand new.  No problems at all getting it signed into ATT account with new SIM card.  Very happy!,5.0
919,No me agrado q la batería estaba en 82 esperaba al menos 85,5.0
920,goof value,5.0
921,Me encanto,5.0
922,"in general, the phone seems quite clean while there are some minor defects on its surfaces. the big problem that I have with this phone stopped working while I use it for navigation. it can be probably because of the sun's heat and the phone becomes warm and then it crashes. I think I need to buy a new phone again.",3.0
923,Very good condition,5.0
924,Battery came at 94% usage felt new. No damage at all. works just like a brand new phone. The only ting missing is the unboxing experience. it came bubble wrapped but that doesn't really matter.,5.0
925,battery health reduced to 66% after less than 2 months and customer care refuses to compensate or even respond,1.0
926,"The battery dies way to fast, and it is at 98% battery life",4.0
927,Works fine. Excellent t condition. Good price. Quick delivery,5.0
928,"The phone only works well when it’s connected to wifi… I got It for T-Mobile servers and it never works, I always have no service unless I’m on the Wi-Fi and get weird warning pop ups on my phone like the ones provided. The stress isn’t worth it just get a new phone so you know it’ll actually work. I’m very disappointed with this purchase.",2.0
929,"There were absolutely no scratches or dents on this phone.. it looks like  new phone.. only one thing, the battery health was 87%. Other than that, its awesome..",5.0
930,I have used the phone a month there have been no issues.,5.0
931,there is nothing different than an actual XR from apple but be careful because it does not come with apple care!,5.0
932,Everything was fine,5.0
933,Umm I ordered black they sent me blue the phone itself is like new cosmetically But battery life is 85% so I bought a Apple Smart Battery Case,5.0
934,"Got the phone as should of looks like its in great condition however when set up there was all kinds of errors and now will not even turn on, it flashed and said there was an error and shut off and will not turn back on.",1.0
935,nan,1.0
936,Great,5.0
937,This iPhone XR is exceptional. Looks practically brand new. No scratches on screen or body. Hard to tell that it was refurbished. Battery life has also been outstanding. Wouldn’t hesitate to purchase another one in the future.,5.0
938,"Do you need trash for $230? Then buy it! Scratches on back side, missing pixels, bad condition of the speaker.",1.0
939,It came and look perfect and I came with a screen protector on it and I took it off because I had bought a really nice one for it and as soon as I took it off I saw tons and I mean tons of scratches. It’s kinda sad that the put the screen Procter to hide the scratches 1/10 would never buy from them in a million years,1.0
940,The item is glitchy during FaceTime which is one of the primary reasons why my daughter wanted an iPhone!,2.0
941,Solo tiene unos detalles en la parte de atrás que no se miran solo bien de cerca. Por lo demás está intacto me encanta!,5.0
942,It's a good phone. I met no trouble using it.,5.0
943,Got this phone for my son and he loves it.,5.0
944,More scratches than phone.,1.0
945,When i make a call the line is broken at times that i can hardly hear the other person,3.0
946,My daughter has wanted an iPhone for so long she finally has one and she loves it,5.0
947,My phone doesn’t work all the time with camera I have missed out on so many memories because it would not take picture or video also the videos I watch online doesn’t work all the time just sometimes. !! Other than that I like the phone,1.0
948,I would like to give more attention for package (like back cover and screen protector),4.0
949,"Phone came with some dings around the edges, camera lense also has dings around the edge. Battery health came in at 89%. Otherwise works fine so far.",3.0
950,I was used for traveling overseas and I get this phone as unlocked but when I was thier I found is locked and I have to spend 3 time cost this phone and didn’t work at all,1.0
951,Even though I am an amazon prime member and got this phone in 2 day shipping it took almost a month to be delivered. I contacted support various times and always got a different answer. CUSTOMER SUPPORT NEEDS A LOT OF WORK. The battery is at a 96% health capacity which is not 100% but ok I guess for the price. Other that that the phone works great and I would definetly buy again. Just wish Amazon would actually keep their word when they say it is 2 day shipping and that their customer service actually knows what they are doing.,2.0
952,This iPhone was supposed to come unlocked/compatible with T-Mobile. After talking to T-Mobile the phone says SIM unsupported and I am unable to use it,1.0
953,The phone itself is in great shape but the one I was sent is locked by ustracfone/straighttalk,1.0
954,El microfono de Alta voz dañado,1.0
955,Everything about it is perfect. Nice work!,5.0
956,Still great colorful iPhone.,5.0
957,The phone had blown speakers leading to terrible sound. Also battery couldn’t hold a charge. Fully charged would go to 40% after 3-4 hrs with out being used.,1.0
958,Bought for my daughter.  Battery is at 90%. Had a screen protector on it. No cosmetic damage to phone. Happy with it!,5.0
959,"I am beginning to think was this phone really unlocked>? 1.5 hours on phone with apple, 2 hours in apple store, 2 hours at tmobile.. Everyone  said this phones ID is locked, Even running diagnostic software at tmobile with this new SIM installed Frustrated.....I am returning it",1.0
960,iPhone.  XR. Batterie.  Last as long. Time,4.0
961,I’m beyond impressed! Used and functions well 👌🏾,5.0
962,"Phone was delivered a day early, in great condition, just like new. Works great so far! Definitely worth the price!",4.0
963,Very happy with purchase. Works and looks great. Will probably buy from this seller again.,5.0
964,Received the phone today and it looked brand new. Took it and had it switched to us cellular without a problem. Battery health was 86% which isnt horrible,5.0
965,Moments after get this phone set up it kept freezing up in a black screen with an arrow in the middle. To get it back to normal it would have to be restarted and would do the same thing again a few minutes later. I sent this phone back the next day and have yet to get the refund and that’s been over two weeks!,1.0
966,The phone came two days earlier than the expected arrival date so that was a plus.It looks very new and I am pleased with the outer appearance. However the screen quality for the “touch” is on and off. The middle and bottom part of the screen reacts to my finger touching it but I have to tap the screen significantly harder for the top half of it.It comes with the tool to put in your SIM card and a charger.I will be monitoring it for awhile and give an update if needed.But so far 8/10,4.0
967,Both phones work phenomenally and I’m about to get one more for my daughter,5.0
968,It has been working absolutely fine charges fine everything is great,5.0
969,Battery health was really low 80% the bare minimum had a lot of scratches,2.0
970,The screen,3.0
971,nan,5.0
972,I ordered two phones one of the speakers stopped working and they do not offer exchange just return. So if I return i lose all my stored information unless I get a back up phone right away. I am very unhappy with the service and product.,2.0
973,"Phone works for the most part but has a touchscreen issue that generates letters on another part of the screen from the letters actually being touched, resulting in numerous ""go back and do it again"" issues, the letters get repeated again, etc, etc...very frustrating. The Blue tooth function doesn't work well either. I want to return this phone but it's the only one I have so was looking for a replacement. I called Amazon and after about 30 minutes was connected to Apple. at Apple I was told it was out of warrantee. So I called KISS ELECTRONICS IN NY and was told they don't offer a warranty on items they ship to Amazon, that Amazon should. I was told that the little slip of paper inside the KISS box that said a warrantee was offered for 90 days ""should not have been in there.""Classic runaround. When I used that term, I was told by KISS's customer rep, and I quote ""Yea, well sorry about the runaround but that's the way it works.""I will never buy another product from this vendor again. I hope you don't either.",1.0
974,Everything looks really good but only worked for about 90 days. very disappointing when you spend so much money,1.0
975,Phone came with a charger. Phone works pretty well.,5.0
976,Have an iPhone 13 and needed a backup phone and it’s a good price and battery life is great.,5.0
977,Great phone look like new and everything works,5.0
978,Phone was like new other than the battery. No scratches or scuffs. And it already had a screen protector on the screen. Battery health Was 81%. Would have preferred it be a little better but can live with that. Overall satisfied with purchase.,5.0
979,Nice phone for 10 days. Then just stopped. Returned,3.0
980,😀 Does the Job for me and my needs. excellent!,5.0
981,"The media could not be loaded.                 I order a iPhone XR red phone, the first one came in and it didn’t even work, they did a replacement phone and the button on the side for the volume and the power button is not functioning like it needs too. Sending time and money and you want something to work",5.0
982,Best phone I’ve ever owned,5.0
983,Arrived quickly and it looked new,5.0
984,The battery isn't holding a charge and the screen is freezing up.,1.0
985,I was having phone problems while away at school and my phone stopped working I ordered this one and it came really fast! I have had no problem with it since! It was definitely worth the purchase,5.0
986,"Recieved the phone and it worked good but the battery died quickly, when trying to charge it i realized the charging port must be messed up because it doesnt charge and i have tried 4 other chargers. They wont approve my refund request until i PURCHASE another $250 iphone xr from them to replace this messed up one before i can send it back for my refund.",1.0
987,Mala calidad,1.0
988,Bought this for my daughter to use for back to school and to replace the old iPhone 8 Plus she had. Came in better shape than expected. Excellent condition cosmetic and internal. Battery life over 85%. My daughter is so in love with this phone. Thanks for the exact description and great quality. Will definitely be purchasing from this seller again.,5.0
989,It came in like 2 days has a couple bumps and scratches but I don’t mind but it didn’t come with a SIM card holder so I need to buy/find one which is very inconvenient,4.0
990,The phone was in nice condition unfortunately it quit working after 3 weeks,2.0
991,Todas estas funciones están funcionando muy bien,5.0
992,The device came with a tear on the side. I paid for an excellent device and I feel,2.0
993,"The battery life was 79% and it’s disappointing should be ware when buying it, for how long more U can use it than keep it all the time on charger….",3.0
994,The media could not be loaded.                 I also forgot to upload the photos and the battery was like at 85% but it does say that in the Description. Plus the phone came really fast it’s like three days so my day that’s fast they ever say Amazon deliver something. The thing I noticed was that little small spot in the screen may who did the repair touch it right there when they fixed but other then that I love it,5.0
995,The phone worked good but they wouldn’t connect it for some reason. I shipped it back and got my refund.,5.0
996,"I will say I was pretty nervous to order this phone with looking at the reviews but the phone works like it’s brand new I had no problems setting it up, it works really well I wouldn’t listen to the bad reviews because this phone is just amazing.(also I had no glitches or anything that the bad reviews were saying)",5.0
997,IMEI is reported as lost therefore i cannot use it. It’s literally garbage. Waste of money.,1.0
998,EXCELENTE INVERSION.,5.0
999,Best phone,5.0
